t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1719501420,1,0.044203,0.000000,0.000000,0.000000,events/second
1719501450,1,0.018989,0.000000,0.000000,0.000000,events/second
1719501480,2,0.024187,0.000000,0.000000,0.000000,events/second
1719501510,2,0.017745,0.000000,0.000000,0.000000,events/second
1719501540,2,0.014013,0.000000,0.000000,0.000000,events/second
1719501570,2,0.011578,0.000000,0.000000,0.000000,events/second
1719501600,2,0.009863,0.000000,0.000000,0.000000,events/second
1719501630,2,0.008591,0.000000,0.000000,0.000000,events/second
1719501660,2,0.007610,0.000000,0.000000,0.000000,events/second
1719501690,2,0.006830,0.000000,0.000000,0.000000,events/second
1719501720,2,0.006195,0.000000,0.000000,0.000000,events/second
1719501750,2,0.005668,0.000000,0.000000,0.000000,events/second
1719501780,2,0.005224,0.000000,0.000000,0.000000,events/second
1719501810,2,0.004844,0.000000,0.000000,0.000000,events/second
1719501840,2,0.004515,0.000000,0.000000,0.000000,events/second
1719501870,2,0.004229,0.000000,0.000000,0.000000,events/second
1719501900,2,0.003977,0.000000,0.000000,0.000000,events/second
1719501930,2,0.003753,0.000000,0.000000,0.000000,events/second
1719501960,2,0.003553,0.000000,0.000000,0.000000,events/second
1719501990,2,0.003373,0.000000,0.000000,0.000000,events/second
1719502020,2,0.003210,0.000000,0.000000,0.000000,events/second
1719502050,2,0.003063,0.000000,0.000000,0.000000,events/second
1719502080,2,0.002928,0.000000,0.000000,0.000000,events/second
1719502110,2,0.002805,0.000000,0.000000,0.000000,events/second
1719502140,2,0.002691,0.000000,0.000000,0.000000,events/second
1719502170,2,0.002587,0.000000,0.000000,0.000000,events/second
1719502200,2,0.002490,0.000000,0.000000,0.000000,events/second
1719502230,2,0.002400,0.000000,0.000000,0.000000,events/second
1719502260,2,0.002317,0.000000,0.000000,0.000000,events/second
1719502290,2,0.002239,0.000000,0.000000,0.000000,events/second
1719502320,2,0.002166,0.000000,0.000000,0.000000,events/second
1719502350,2,0.002098,0.000000,0.000000,0.000000,events/second
1719502380,2,0.002034,0.000000,0.000000,0.000000,events/second
